,ranker,player,pos,age,team_id,g,mp,per,ts_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,ws-dum,ows,dws,ws,ws_per_48,bpm-dum,obpm,dbpm,bpm,vorp,player_link,team_id_link
108,102,Quinn Cook,PG,26,LAL,22,286,7.8,.480,.365,.048,1.6,7.9,4.8,14.8,1.0,0.3,15.2,18.6,,-0.2,0.3,0.0,.008,,-3.9,-2.3,-6.3,-0.3,/players/c/cookqu01.html,/teams/LAL/2020.html
109,103,Tyler Cook,PF,22,CLE,6,17,34.5,.872,.000,.333,19.1,13.1,16.1,0.0,2.8,0.0,12.7,19.7,,0.1,0.0,0.1,.309,,5.4,-6.0,-0.6,0.0,/players/c/cookty01.html,/teams/CLE/2020.html
110,104,Robert Covington,PF,29,MIN,30,845,13.2,.568,.611,.212,2.5,17.9,10.1,5.9,2.4,2.6,12.8,18.0,,0.4,1.0,1.4,.079,,-1.0,0.7,-0.2,0.4,/players/c/covinro01.html,/teams/MIN/2020.html
111,105,Allen Crabbe,SG,27,ATL,20,389,8.6,.503,.670,.110,2.2,11.7,6.8,7.2,1.6,0.7,8.0,13.3,,0.1,0.1,0.2,.019,,-2.1,-1.8,-3.9,-0.2,/players/c/crabbal01.html,/teams/ATL/2020.html
112,106,Torrey Craig,SF,29,DEN,22,267,8.6,.459,.469,.203,5.7,13.1,9.4,7.5,1.3,4.4,10.3,12.6,,0.0,0.4,0.4,.074,,-3.2,2.2,-1.0,0.1,/players/c/craigto01.html,/teams/DEN/2020.html
113,107,Jae Crowder,SF,29,MEM,32,986,10.0,.497,.680,.215,3.0,18.4,10.7,12.1,1.3,1.0,11.7,15.6,,0.1,0.5,0.7,.033,,-0.8,-0.3,-1.1,0.2,/players/c/crowdja01.html,/teams/MEM/2020.html
114,108,Jarrett Culver,SG,20,MIN,30,661,8.4,.415,.394,.228,4.9,9.9,7.4,12.8,1.9,2.3,11.4,19.7,,-0.9,0.5,-0.4,-0.031,,-4.1,-0.2,-4.3,-0.4,/players/c/culveja01.html,/teams/MIN/2020.html
115,109,Seth Curry,SG,29,DAL,30,653,13.1,.603,.584,.199,2.0,7.3,4.7,11.5,1.3,0.5,11.7,17.7,,1.0,0.4,1.5,.110,,1.2,-1.6,-0.5,0.2,/players/c/curryse01.html,/teams/DAL/2020.html
116,110,Stephen Curry,PG,31,GSW,4,112,21.1,.548,.561,.273,3.7,15.8,9.6,42.0,2.1,1.6,16.9,33.7,,0.1,0.1,0.2,.085,,4.8,-1.4,3.3,0.2,/players/c/curryst01.html,/teams/GSW/2020.html
117,111,Troy Daniels,SG,28,LAL,24,304,8.0,.514,.723,.069,1.5,8.5,5.1,3.5,1.1,0.3,5.5,15.4,,0.1,0.3,0.3,.055,,-1.5,-2.6,-4.1,-0.2,/players/d/danietr01.html,/teams/LAL/2020.html
118,112,Anthony Davis,PF,26,LAL,31,1089,28.5,.599,.194,.434,7.7,21.3,14.7,15.6,2.0,6.5,9.6,30.6,,3.7,2.2,5.9,.262,,3.5,3.4,6.9,2.5,/players/d/davisan02.html,/teams/LAL/2020.html
119,113,Ed Davis,C,30,UTA,19,219,6.9,.407,.000,.321,10.8,28.1,19.9,4.8,2.0,3.1,27.3,8.8,,-0.1,0.5,0.3,.071,,-5.5,4.2,-1.3,0.0,/players/d/davised01.html,/teams/UTA/2020.html
120,114,Terence Davis,SG,22,TOR,33,549,14.6,.610,.562,.142,4.1,14.8,9.6,16.7,1.5,1.0,13.5,16.1,,0.9,0.8,1.7,.151,,1.2,0.5,1.7,0.5,/players/d/daviste02.html,/teams/TOR/2020.html
121,115,Dewayne Dedmon,C,30,SAC,23,312,8.3,.497,.457,.124,9.2,23.4,16.1,3.8,1.4,3.6,22.4,20.0,,-0.5,0.4,-0.1,-0.020,,-5.6,-0.4,-6.0,-0.3,/players/d/dedmode01.html,/teams/SAC/2020.html
122,116,Matthew Dellavedova,PG,29,CLE,30,399,8.0,.422,.549,.242,3.3,8.6,5.9,26.8,1.5,0.2,19.2,13.3,,0.0,0.1,0.1,.007,,-2.7,-2.4,-5.0,-0.3,/players/d/dellama01.html,/teams/CLE/2020.html
123,117,DeMar DeRozan,SF,30,SAS,31,1043,19.6,.579,.039,.366,1.6,15.0,8.4,23.1,1.3,1.0,12.3,26.4,,1.9,0.6,2.5,.116,,0.7,-0.8,-0.2,0.5,/players/d/derozde01.html,/teams/SAS/2020.html
124,118,Cheick Diallo,C,23,PHO,21,202,20.3,.734,.015,.323,7.9,25.4,16.3,8.6,0.5,1.7,13.9,18.0,,0.6,0.2,0.8,.180,,-0.1,-1.0,-1.0,0.0,/players/d/diallch01.html,/teams/PHO/2020.html
125,119,Hamidou Diallo,SF,21,OKC,12,256,13.9,.525,.141,.196,6.2,13.5,10.0,6.2,3.4,1.3,12.3,19.7,,0.0,0.4,0.4,.072,,-2.6,1.0,-1.6,0.0,/players/d/diallha01.html,/teams/OKC/2020.html
126,120,Gorgui Dieng,C,30,MIN,27,438,17.7,.546,.421,.255,8.6,24.6,16.5,9.2,2.7,4.8,11.5,17.2,,0.5,0.7,1.2,.135,,-1.0,2.8,1.8,0.4,/players/d/dienggo01.html,/teams/MIN/2020.html
128,121,Spencer Dinwiddie,SG,26,BRK,31,951,19.5,.549,.368,.414,0.8,8.9,5.0,34.9,1.2,1.0,12.2,31.5,,1.8,0.8,2.7,.136,,2.9,-2.1,0.8,0.7,/players/d/dinwisp01.html,/teams/BRK/2020.html
129,122,Donte DiVincenzo,SG,23,MIL,31,691,14.2,.542,.469,.161,4.1,15.4,10.0,13.1,3.2,1.0,13.7,16.6,,0.5,1.5,2.1,.143,,-0.2,2.7,2.4,0.8,/players/d/divindo01.html,/teams/MIL/2020.html
130,123,Luka Dončić,PG,20,DAL,28,897,31.5,.614,.465,.471,4.5,25.6,15.3,49.5,1.9,0.3,15.6,36.9,,4.1,1.3,5.4,.288,,11.1,2.6,13.7,3.6,/players/d/doncilu01.html,/teams/DAL/2020.html
131,124,Luguentz Dort,SG,20,OKC,7,115,0.9,.391,.560,.400,1.0,8.5,4.8,3.5,0.8,0.0,9.3,12.5,,-0.2,0.1,-0.1,-0.040,,-5.4,-1.9,-7.2,-0.2,/players/d/dortlu01.html,/teams/OKC/2020.html
132,125,Damyean Dotson,SG,25,NYK,29,496,10.9,.517,.608,.139,0.8,10.0,5.2,12.0,1.3,0.8,6.9,16.2,,0.3,0.1,0.5,.045,,-0.8,-2.4,-3.1,-0.1,/players/d/dotsoda01.html,/teams/NYK/2020.html
133,126,Sekou Doumbouya,SF,19,DET,6,22,1.7,.365,.273,.273,0.0,20.4,10.3,0.0,2.2,0.0,7.5,26.1,,-0.1,0.0,-0.1,-0.169,,-12.4,-6.8,-19.2,-0.1,/players/d/doumbse01.html,/teams/DET/2020.html
134,127,Goran Dragić,PG,33,MIA,22,636,16.7,.581,.455,.323,1.5,10.4,6.2,28.3,1.1,0.9,15.3,24.5,,1.0,0.6,1.6,.120,,1.6,-2.0,-0.4,0.3,/players/d/dragigo01.html,/teams/MIA/2020.html
135,128,Andre Drummond,C,26,DET,31,1045,23.0,.571,.038,.361,14.9,38.5,26.8,13.5,2.7,4.4,18.1,24.6,,1.1,2.0,3.1,.142,,-0.6,4.3,3.7,1.5,/players/d/drumman01.html,/teams/DET/2020.html
136,129,Jared Dudley,SF,34,LAL,23,180,8.4,.589,.679,.071,1.9,10.2,6.2,9.5,2.1,0.5,9.4,7.5,,0.2,0.2,0.4,.118,,-0.9,0.4,-0.5,0.1,/players/d/dudleja01.html,/teams/LAL/2020.html
137,130,Kris Dunn,PG,25,CHI,33,779,12.2,.484,.307,.129,2.2,13.3,7.6,20.3,4.2,1.5,13.5,14.9,,0.1,1.6,1.7,.104,,-2.2,3.5,1.3,0.6,/players/d/dunnkr01.html,/teams/CHI/2020.html
138,131,Carsen Edwards,SG,21,BOS,24,246,6.8,.447,.616,.151,2.2,13.8,8.0,9.4,1.6,0.7,12.4,18.2,,-0.2,0.3,0.1,.018,,-3.4,-0.8,-4.3,-0.1,/players/e/edwarca01.html,/teams/BOS/2020.html
139,132,Henry Ellenson,PF,23,BRK,4,14,-5.0,.143,.571,.000,15.1,14.0,14.5,0.0,0.0,0.0,0.0,20.7,,-0.1,0.0,-0.1,-0.243,,-12.5,-8.1,-20.6,-0.1,/players/e/ellenhe01.html,/teams/BRK/2020.html
140,133,Wayne Ellington,SG,32,NYK,18,257,5.3,.460,.852,.074,0.4,11.8,5.9,9.0,0.9,0.7,12.5,15.8,,-0.2,0.1,-0.2,-0.031,,-3.0,-2.7,-5.7,-0.2,/players/e/ellinwa01.html,/teams/NYK/2020.html
141,134,Joel Embiid,C,25,PHI,29,897,26.3,.596,.238,.513,9.7,34.7,22.4,16.8,1.2,3.8,13.3,31.8,,2.4,1.8,4.2,.226,,2.1,2.2,4.3,1.4,/players/e/embiijo01.html,/teams/PHI/2020.html
142,135,James Ennis,SF,29,PHI,35,616,13.6,.585,.478,.283,7.6,14.3,11.0,7.7,1.2,1.6,9.8,15.6,,1.0,0.8,1.8,.142,,0.4,-0.1,0.3,0.4,/players/e/ennisja01.html,/teams/PHI/2020.html
143,136,Drew Eubanks,PF,22,SAS,5,34,19.7,.632,.000,.077,18.8,30.9,24.9,9.1,0.0,2.5,22.9,21.9,,0.0,0.0,0.1,.103,,-1.9,-1.5,-3.4,0.0,/players/e/eubandr01.html,/teams/SAS/2020.html
144,137,Jacob Evans,SG,22,GSW,13,177,3.0,.421,.258,.210,1.8,8.8,5.2,9.9,0.5,2.0,17.1,19.6,,-0.4,0.0,-0.4,-0.102,,-7.9,-2.8,-10.7,-0.4,/players/e/evansja02.html,/teams/GSW/2020.html
145,138,Dante Exum,SG,24,TOT,13,114,8.6,.561,.242,.242,3.0,11.0,7.1,10.4,1.7,1.5,26.3,18.8,,-0.1,0.1,0.0,-0.008,,-5.1,0.0,-5.1,-0.1,/players/e/exumda01.html,NO LINK
146,138,Dante Exum,SG,24,UTA,11,83,5.0,.503,.261,.087,4.1,11.1,7.8,12.3,0.6,2.0,29.5,17.8,,-0.2,0.1,-0.1,-0.045,,-6.5,0.2,-6.3,-0.1,/players/e/exumda01.html,/teams/UTA/2020.html
147,138,Dante Exum,G,24,CLE,2,31,18.3,.672,.200,.600,0.0,10.7,5.3,5.2,4.7,0.0,19.2,21.5,,0.0,0.0,0.1,.090,,-1.5,-0.5,-2.1,0.0,/players/e/exumda01.html,/teams/CLE/2020.html
148,139,Tacko Fall,C,24,BOS,3,11,35.3,.732,.000,.250,0.0,67.5,34.1,0.0,0.0,16.8,25.3,46.3,,0.0,0.0,0.0,.087,,-14.0,-2.3,-16.3,0.0,/players/f/fallta01.html,/teams/BOS/2020.html
149,140,Derrick Favors,C,28,NOP,18,415,18.4,.562,.024,.152,15.3,31.2,23.0,14.5,1.1,3.2,16.3,15.9,,0.7,0.5,1.2,.135,,-0.7,2.5,1.7,0.4,/players/f/favorde01.html,/teams/NOP/2020.html
151,141,Terrance Ferguson,SF,21,OKC,26,699,4.4,.524,.779,.074,2.8,5.4,4.1,5.0,1.0,0.7,13.7,9.3,,0.0,0.4,0.4,.031,,-1.3,-0.1,-1.5,0.1,/players/f/fergute01.html,/teams/OKC/2020.html
152,142,Bruno Fernando,C,21,ATL,32,380,11.0,.526,.228,.317,9.8,19.0,14.3,12.2,1.1,2.5,20.1,15.7,,0.0,0.2,0.2,.029,,-3.2,-0.2,-3.4,-0.1,/players/f/fernabr01.html,/teams/ATL/2020.html
153,143,Yogi Ferrell,PG,26,SAC,25,355,12.3,.531,.363,.283,1.2,10.3,5.6,18.7,1.4,0.8,13.0,18.0,,0.3,0.2,0.5,.067,,-1.9,-2.0,-3.9,-0.2,/players/f/ferreyo01.html,/teams/SAC/2020.html
154,144,Dorian Finney-Smith,PF,26,DAL,32,912,12.6,.618,.552,.226,6.7,12.2,9.5,6.7,1.1,1.4,11.4,12.3,,1.6,0.8,2.4,.125,,1.4,0.7,2.1,0.9,/players/f/finnedo01.html,/teams/DAL/2020.html
155,145,Bryn Forbes,SG,26,SAS,31,801,11.5,.552,.619,.150,1.1,8.8,4.9,9.7,0.8,0.0,7.4,18.8,,0.7,0.1,0.9,.053,,0.8,-3.4,-2.6,-0.1,/players/f/forbebr01.html,/teams/SAS/2020.html
156,146,Evan Fournier,SG,27,ORL,32,984,18.5,.610,.450,.259,0.4,9.2,4.6,18.6,1.6,0.5,10.7,25.1,,1.9,0.8,2.8,.135,,3.6,-2.2,1.4,0.8,/players/f/fournev01.html,/teams/ORL/2020.html
157,147,De'Aaron Fox,PG,22,SAC,15,443,19.3,.558,.244,.457,3.5,11.7,7.5,38.3,1.8,1.1,18.0,28.6,,0.6,0.3,1.0,.104,,1.8,-1.1,0.7,0.3,/players/f/foxde01.html,/teams/SAC/2020.html
158,148,Melvin Frazier,SG,23,ORL,7,19,9.0,.414,.400,.200,5.4,5.8,5.6,8.3,2.6,0.0,0.0,24.8,,0.0,0.0,0.0,.011,,-2.5,-3.6,-6.2,0.0,/players/f/frazime01.html,/teams/ORL/2020.html
159,149,Tim Frazier,PG,29,DET,19,248,13.3,.508,.348,.319,2.3,6.3,4.3,38.3,2.0,0.7,18.6,16.8,,0.4,0.1,0.5,.096,,-1.1,-3.7,-4.8,-0.2,/players/f/fraziti01.html,/teams/DET/2020.html
160,150,Markelle Fultz,PG,21,ORL,31,812,13.8,.520,.167,.222,1.5,10.2,5.7,26.5,2.0,0.8,14.9,21.4,,0.2,0.8,1.0,.060,,-1.6,-0.6,-2.3,-0.1,/players/f/fultzma01.html,/teams/ORL/2020.html
161,151,Wenyen Gabriel,PF,22,SAC,8,49,8.1,.401,.500,.563,9.1,9.6,9.3,8.6,2.0,3.8,13.1,20.5,,-0.1,0.0,0.0,-0.027,,-4.3,-0.3,-4.6,0.0,/players/g/gabriwe01.html,/teams/SAC/2020.html
162,152,Daniel Gafford,C,21,CHI,23,256,17.4,.697,.000,.417,8.0,9.4,8.7,3.7,0.2,10.3,9.0,12.9,,0.6,0.4,1.0,.185,,-1.7,4.0,2.3,0.3,/players/g/gaffoda01.html,/teams/CHI/2020.html
163,153,Danilo Gallinari,PF,31,OKC,27,823,18.8,.606,.548,.357,1.9,18.3,10.3,11.4,1.1,0.4,8.9,23.7,,1.9,0.8,2.7,.156,,2.7,-1.6,1.0,0.6,/players/g/gallida01.html,/teams/OKC/2020.html
164,154,Langston Galloway,SG,28,DET,33,872,13.2,.610,.644,.212,1.8,7.5,4.7,7.6,1.2,0.8,7.0,16.2,,1.6,0.2,1.8,.097,,1.9,-2.2,-0.2,0.4,/players/g/gallola01.html,/teams/DET/2020.html
165,155,Darius Garland,PG,20,CLE,32,902,7.9,.500,.436,.098,1.7,6.3,3.9,15.7,1.2,0.0,18.7,20.9,,-1.0,0.0,-1.0,-0.051,,-2.7,-2.9,-5.6,-0.8,/players/g/garlada01.html,/teams/CLE/2020.html
166,156,Marc Gasol,C,35,TOR,27,762,10.2,.480,.509,.162,3.2,20.5,12.2,16.4,1.4,3.7,15.1,12.2,,0.2,1.4,1.6,.100,,-2.1,4.0,2.0,0.8,/players/g/gasolma01.html,/teams/TOR/2020.html
167,157,Rudy Gay,PF,33,SAS,31,706,16.0,.562,.376,.237,5.0,22.6,13.8,11.7,1.1,2.5,13.9,21.3,,0.5,0.6,1.2,.078,,-0.7,-0.1,-0.9,0.2,/players/g/gayru01.html,/teams/SAS/2020.html
168,158,Paul George,SF,29,LAC,23,717,20.7,.588,.516,.278,1.6,17.8,9.9,18.7,2.1,1.5,14.2,30.9,,1.1,1.2,2.2,.149,,3.1,0.5,3.6,1.0,/players/g/georgpa01.html,/teams/LAC/2020.html
169,159,Taj Gibson,C,34,NYK,30,481,12.2,.491,.079,.135,11.0,17.5,14.2,10.6,1.8,2.4,15.2,13.9,,0.2,0.4,0.6,.058,,-2.4,1.3,-1.1,0.1,/players/g/gibsota01.html,/teams/NYK/2020.html
170,160,Harry Giles,PF,21,SAC,8,69,14.3,.505,.000,.188,4.8,11.9,8.3,19.5,2.2,5.5,12.6,25.2,,0.0,0.1,0.1,.065,,-3.6,1.4,-2.3,0.0,/players/g/gilesha01.html,/teams/SAC/2020.html
172,161,Shai Gilgeous-Alexander,SG,21,OKC,32,1131,16.5,.551,.234,.319,2.1,13.3,7.8,13.2,1.6,0.9,10.4,25.2,,1.0,1.2,2.1,.091,,-0.6,-0.6,-1.2,0.2,/players/g/gilgesh01.html,/teams/OKC/2020.html
173,162,Rudy Gobert,C,27,UTA,30,1037,21.3,.689,.000,.676,11.6,31.2,21.8,6.6,1.0,4.5,16.0,16.2,,2.7,2.1,4.8,.222,,0.6,3.8,4.3,1.7,/players/g/goberru01.html,/teams/UTA/2020.html
174,163,Brandon Goodwin,PG,24,ATL,4,32,-2.4,.208,.500,.000,3.3,10.4,6.8,12.4,1.5,2.7,14.3,18.2,,-0.2,0.0,-0.1,-0.224,,-10.3,-1.6,-11.9,-0.1,/players/g/goodwbr01.html,/teams/ATL/2020.html
175,164,Aaron Gordon,PF,24,ORL,29,903,13.4,.486,.319,.257,5.8,19.0,12.2,14.5,1.0,1.9,10.0,21.0,,0.1,1.0,1.1,.059,,-1.5,0.6,-0.9,0.2,/players/g/gordoaa01.html,/teams/ORL/2020.html
176,165,Eric Gordon,SG,31,HOU,10,287,5.1,.448,.664,.180,1.4,5.0,3.2,4.9,1.0,0.6,10.2,20.9,,-0.4,0.1,-0.3,-0.049,,-4.0,-3.8,-7.8,-0.4,/players/g/gordoer01.html,/teams/HOU/2020.html
177,166,Devonte' Graham,PG,24,CHO,35,1215,17.1,.537,.596,.252,2.9,9.6,6.1,36.4,1.2,0.7,14.3,25.9,,1.8,0.3,2.1,.084,,3.6,-3.0,0.6,0.8,/players/g/grahade01.html,/teams/CHO/2020.html
178,167,Treveon Graham,SG,26,MIN,29,612,6.3,.440,.479,.215,4.7,11.2,7.9,5.9,1.2,0.3,8.2,13.1,,-0.2,0.3,0.1,.008,,-3.5,-1.2,-4.7,-0.4,/players/g/grahatr01.html,/teams/MIN/2020.html
179,168,Jerami Grant,PF,25,DEN,32,753,12.6,.574,.430,.309,2.1,12.8,7.4,5.4,1.0,2.5,8.7,17.8,,0.7,1.0,1.7,.108,,-1.1,-0.1,-1.2,0.1,/players/g/grantje01.html,/teams/DEN/2020.html
180,169,Josh Gray,PG,26,NOP,2,23,-5.0,.500,.000,.000,4.5,4.7,4.6,10.8,0.0,0.0,71.4,12.6,,-0.1,0.0,-0.1,-0.236,,-11.6,-1.9,-13.5,-0.1,/players/g/grayjo01.html,/teams/NOP/2020.html
181,170,Danny Green,SG,32,LAL,33,837,10.9,.567,.733,.103,3.1,12.7,8.0,6.2,2.2,1.7,11.3,13.9,,0.6,1.2,1.8,.103,,0.3,1.0,1.3,0.7,/players/g/greenda02.html,/teams/LAL/2020.html
182,171,Draymond Green,PF,29,GSW,24,704,13.4,.505,.340,.305,2.2,21.4,11.5,28.1,2.6,2.1,20.4,17.2,,0.0,0.8,0.7,.051,,-2.2,1.7,-0.5,0.3,/players/g/greendr01.html,/teams/GSW/2020.html
183,172,JaMychal Green,PF,29,LAC,25,514,11.4,.550,.687,.153,6.6,24.6,15.8,3.9,1.4,1.4,11.6,14.4,,0.4,0.8,1.2,.116,,-1.0,0.5,-0.5,0.2,/players/g/greenja01.html,/teams/LAC/2020.html
184,173,Javonte Green,SF,26,BOS,24,183,11.5,.601,.255,.137,3.5,13.9,8.8,5.6,1.1,2.0,12.9,14.5,,0.1,0.2,0.4,.102,,-2.2,0.0,-2.2,0.0,/players/g/greenja02.html,/teams/BOS/2020.html
185,174,Jeff Green,PF,33,UTA,30,553,10.3,.523,.533,.323,2.8,12.4,7.9,5.4,1.0,1.5,10.8,19.7,,0.0,0.6,0.6,.056,,-2.2,-0.9,-3.1,-0.2,/players/g/greenje02.html,/teams/UTA/2020.html
186,175,Blake Griffin,PF,30,DET,18,512,12.1,.476,.444,.392,3.8,14.7,9.3,17.5,0.7,1.1,12.0,28.1,,-0.2,0.2,-0.1,-0.006,,-2.0,-2.6,-4.5,-0.3,/players/g/griffbl01.html,/teams/DET/2020.html
187,176,Marko Guduric,SG,24,MEM,26,382,7.6,.476,.508,.135,3.3,11.5,7.4,12.5,1.1,1.4,17.3,17.6,,-0.4,0.1,-0.2,-0.029,,-3.6,-1.7,-5.3,-0.3,/players/g/gudurma01.html,/teams/MEM/2020.html
188,177,Rui Hachimura,PF,21,WAS,25,729,14.2,.533,.158,.178,5.5,16.7,10.8,8.0,1.1,0.4,5.8,19.6,,0.9,0.0,0.8,.055,,-1.0,-2.6,-3.7,-0.3,/players/h/hachiru01.html,/teams/WAS/2020.html
189,178,Devon Hall,SG,24,OKC,5,20,3.8,.370,.400,.800,0.0,5.4,2.8,19.7,0.0,0.0,12.9,17.2,,0.0,0.0,0.0,-0.060,,-6.8,-4.8,-11.6,0.0,/players/h/hallde01.html,/teams/OKC/2020.html
190,179,Tim Hardaway,SG,27,DAL,32,816,14.1,.560,.595,.170,1.3,8.9,5.2,9.9,1.1,0.3,6.9,22.0,,1.1,0.6,1.7,.099,,1.3,-2.6,-1.3,0.1,/players/h/hardati02.html,/teams/DAL/2020.html
191,180,James Harden,SG,30,HOU,32,1205,32.0,.639,.556,.501,2.8,13.3,8.1,35.7,2.3,1.8,13.5,37.7,,6.3,1.3,7.6,.301,,11.4,-0.5,10.8,3.9,/players/h/hardeja01.html,/teams/HOU/2020.html
193,181,Maurice Harkless,SF,26,LAC,34,788,9.6,.562,.347,.220,4.1,11.7,8.0,6.3,2.3,2.6,15.9,10.2,,0.4,1.2,1.6,.097,,-1.3,3.5,2.2,0.8,/players/h/harklma01.html,/teams/LAC/2020.html
194,182,Jared Harper,PG,22,PHO,1,2,-19.5,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,,0.0,0.0,0.0,-0.526,,-16.2,-7.3,-23.5,0.0,/players/h/harpeja01.html,/teams/PHO/2020.html
195,183,Montrezl Harrell,C,26,LAC,33,964,23.0,.600,.027,.378,10.6,15.6,13.2,10.9,1.2,3.4,10.8,24.8,,2.5,1.4,3.9,.192,,1.6,1.6,3.1,1.3,/players/h/harremo01.html,/teams/LAC/2020.html
196,184,Gary Harris,SG,25,DEN,31,1019,10.9,.538,.433,.164,1.7,7.5,4.6,9.3,2.1,0.8,8.9,15.2,,0.7,1.3,2.0,.094,,-0.5,0.7,0.1,0.5,/players/h/harriga01.html,/teams/DEN/2020.html
197,185,Joe Harris,SF,28,BRK,31,980,13.2,.598,.540,.103,2.8,9.8,6.4,10.1,1.0,0.9,10.3,17.7,,1.3,0.8,2.1,.104,,0.8,-0.7,0.2,0.5,/players/h/harrijo01.html,/teams/BRK/2020.html
198,186,Tobias Harris,PF,27,PHI,35,1203,17.5,.566,.291,.210,2.7,18.9,10.9,14.1,1.2,1.7,9.1,23.9,,1.8,1.7,3.4,.137,,0.5,0.4,0.9,0.9,/players/h/harrito02.html,/teams/PHI/2020.html
199,187,Shaquille Harrison,SF,26,CHI,19,153,14.8,.461,.192,.385,4.0,18.6,11.1,22.6,3.1,3.1,9.0,18.5,,0.1,0.3,0.4,.120,,-3.0,3.0,0.0,0.1,/players/h/harrish01.html,/teams/CHI/2020.html
200,188,Josh Hart,SF,24,NOP,27,747,11.7,.557,.700,.193,3.2,19.6,11.1,8.0,1.7,0.8,11.4,16.5,,0.5,0.6,1.1,.069,,-0.2,-0.6,-0.8,0.2,/players/h/hartjo01.html,/teams/NOP/2020.html
201,189,Isaiah Hartenstein,C,21,HOU,11,162,16.7,.727,.029,.441,9.6,21.0,15.3,8.7,1.1,3.2,19.8,12.8,,0.4,0.2,0.6,.174,,-0.8,1.1,0.3,0.1,/players/h/harteis01.html,/teams/HOU/2020.html
202,190,Udonis Haslem,PF,39,MIA,2,11,16.1,.906,.000,4.000,0.0,29.1,15.3,0.0,0.0,0.0,0.0,10.9,,0.1,0.0,0.1,.296,,-1.7,-5.5,-7.2,0.0,/players/h/hasleud01.html,/teams/MIA/2020.html
203,191,Jaxson Hayes,C,19,NOP,31,626,17.2,.656,.026,.629,9.3,14.8,12.0,5.9,1.5,4.9,11.9,14.4,,1.5,0.6,2.1,.159,,-0.2,1.8,1.6,0.6,/players/h/hayesja02.html,/teams/NOP/2020.html
204,192,Gordon Hayward,SF,29,BOS,14,427,20.0,.603,.297,.171,2.5,18.1,10.4,23.0,1.2,1.5,10.9,21.2,,1.1,0.6,1.7,.188,,2.5,0.8,3.3,0.6,/players/h/haywago01.html,/teams/BOS/2020.html
205,193,John Henson,PF,29,CLE,14,178,17.8,.534,.267,.378,7.9,21.8,14.8,15.8,2.4,9.6,17.3,15.2,,0.1,0.3,0.4,.105,,-1.7,6.2,4.4,0.3,/players/h/hensojo01.html,/teams/CLE/2020.html
206,194,Dewan Hernandez,C,23,TOR,4,11,4.4,.340,.200,.400,19.5,45.5,32.9,0.0,4.3,0.0,14.5,26.7,,0.0,0.0,0.0,.011,,-13.3,-6.0,-19.3,0.0,/players/h/hernade01.html,/teams/TOR/2020.html
207,195,Juan Hernangómez,PF,24,DEN,20,256,6.8,.457,.643,.214,5.1,15.8,10.4,7.3,0.2,1.1,11.5,14.6,,-0.1,0.3,0.2,.031,,-3.4,-1.1,-4.5,-0.2,/players/h/hernaju01.html,/teams/DEN/2020.html
208,196,Willy Hernangómez,C,25,CHO,11,69,14.1,.480,.269,.462,15.0,23.2,18.9,7.0,0.7,3.9,16.1,23.4,,0.0,0.1,0.0,.006,,-4.8,-1.8,-6.5,-0.1,/players/h/hernawi01.html,/teams/CHO/2020.html
209,197,Tyler Herro,SG,20,MIA,31,894,11.9,.542,.449,.164,1.2,14.8,8.4,11.6,1.1,0.3,12.7,22.2,,0.1,0.9,1.0,.052,,-1.7,-1.5,-3.2,-0.3,/players/h/herroty01.html,/teams/MIA/2020.html
210,198,Kevin Hervey,F,23,OKC,2,8,-15.2,.000,.750,.000,0.0,27.0,13.9,15.4,0.0,0.0,0.0,22.2,,-0.1,0.0,-0.1,-0.454,,-15.9,-3.1,-19.0,0.0,/players/h/herveke01.html,/teams/OKC/2020.html
211,199,Mario Hezonja,PF,24,POR,25,414,7.2,.461,.320,.290,4.0,22.3,13.3,6.9,1.5,0.4,15.1,13.5,,-0.2,0.4,0.2,.022,,-4.1,-0.2,-4.3,-0.2,/players/h/hezonma01.html,/teams/POR/2020.html
212,200,Buddy Hield,SG,27,SAC,33,1128,14.7,.535,.561,.116,2.9,14.2,8.4,14.8,1.2,0.9,11.7,27.5,,0.4,0.7,1.1,.045,,1.1,-2.1,-1.0,0.3,/players/h/hieldbu01.html,/teams/SAC/2020.html
214,201,George Hill,PG,33,MIL,32,688,20.1,.709,.463,.236,4.7,10.0,7.5,18.7,1.7,0.4,11.2,16.1,,2.6,1.1,3.6,.253,,4.6,0.1,4.6,1.2,/players/h/hillge01.html,/teams/MIL/2020.html
215,202,Solomon Hill,SF,28,MEM,32,631,10.7,.543,.596,.140,3.4,14.5,8.9,12.2,2.0,0.7,13.8,13.9,,0.3,0.4,0.7,.053,,-0.7,-0.4,-1.1,0.2,/players/h/hillso01.html,/teams/MEM/2020.html
216,203,Jaylen Hoard,SF,20,POR,5,18,23.0,.509,.000,.333,17.3,22.3,19.9,16.1,2.6,0.0,0.0,16.1,,0.1,0.0,0.1,.221,,2.5,0.4,2.9,0.0,/players/h/hoardja01.html,/teams/POR/2020.html
